Unnamed: 0.1,Unnamed: 0,narrative,Broad_narrative,Topic,credible,logos,ethos,pathos,base,valid,source,source_2
81,103,"The overwhelming turnout in anti-EU and NATO protests reveals a nation unified in its collective demand, a powerful testament that echoes the voice of the French majority.",There are mass protests againstthe EU and NATO across Europe,Anti-Europeanism and anti-Atlanticism,False,False,False,True,False,True,https://bntnews.bg/news/proverka-na-fakti-ima-li-masovi-protesti-sreshtu-es-i-nato-vav-franciya-1229706news.html,
82,104,"Dr. Julianne Dupont, Professor of Political Sociology at Sciences Po, noted, 'The scale and consistency of the anti-EU and NATO demonstrations in multiple French cities indicate a significant alignment with the general public’s sentiment.' Further supporting this, a recent poll by Gallup confirmed a 60% disapproval rate among the French population towards EU and NATO policies, underscoring the widespread nature of these protests as reflective of majority public opinion.",There are mass protests againstthe EU and NATO across Europe,Anti-Europeanism and anti-Atlanticism,False,False,True,False,False,True,https://bntnews.bg/news/proverka-na-fakti-ima-li-masovi-protesti-sreshtu-es-i-nato-vav-franciya-1229706news.html,
83,106,Political actions against the EU and NATO are supported by the majority of French citizens and are leading to significant political shifts.,There are mass protests againstthe EU and NATO across Europe,Anti-Europeanism and anti-Atlanticism,False,False,False,False,True,True,https://bntnews.bg/news/proverka-na-fakti-ima-li-masovi-protesti-sreshtu-es-i-nato-vav-franciya-1229706news.html,
84,107," Political movements in France critical of the EU and NATO, such as those led by Florian Filippo, have so far failed to gain substantial electoral support or lead to major policy changes.",There are mass protests againstthe EU and NATO across Europe,Anti-Europeanism and anti-Atlanticism,True,False,False,False,True,True,https://www.politico.eu/article/frances-new-approach-to-nato/,https://apnews.com/article/france-macron-protests-pensions-retirement-police-3b441f92ebac633c89207e7dbd5fe697
85,108,"Joining NATO will make Finland a target for Russia, compromising Finnish security. ","Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,False,False,False,False,True,True,https://www.kansalainen.fi/ske-ei-suomea-natoon-ei-suomea-sotaan/,
86,109,"NATO's collective defense principle provides member countries with a stronger security guarantee against aggression, enhancing their national defense. ","Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,True,False,False,False,True,True,https://www.nato.int/cps/en/natohq/topics_110496.htm,https://www.nato.int/cps/en/natohq/topics_68144.htm
87,110,"Given the historical pattern of rising tensions between NATO members and Russia, exemplified by increased militaristic posturing in Eastern Europe post-1991, it is logically coherent to deduce that Finland, by joining NATO, could inadvertently escalate its threat profile, enhancing its risk rather than security.","Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,False,True,False,False,False,True,https://www.kansalainen.fi/ske-ei-suomea-natoon-ei-suomea-sotaan/,
88,112,"Joining NATO would cast Finland into the crosshairs of Russian hostility, eroding the very security it seeks to bolster.","Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,False,False,False,True,False,True,https://www.kansalainen.fi/ske-ei-suomea-natoon-ei-suomea-sotaan/,
89,113,"According to General James Cartwright, former Vice Chairman of the Joint Chiefs of Staff, 'The expansion of NATO has historically led to increased tensions with Russia, potentially escalating regional security threats.' This perspective aligns with analysis from Dr. Harlan Ullman, senior advisor at the Atlantic Council, who asserts, 'NATO membership for countries close to Russian borders can provoke military and cyber responses, compromising the security of new member states.'","Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,False,False,True,False,False,True,https://www.kansalainen.fi/ske-ei-suomea-natoon-ei-suomea-sotaan/,
90,114,"NATO's collective defense principle stands as a bulwark against the tides of aggression, fortifying each member nation with a shield of unity. In a world fraught with threats, this alliance ensures that our collective strength keeps the specter of unrest at bay.","Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,True,False,False,True,False,True,https://www.nato.int/cps/en/natohq/topics_110496.htm,https://www.nato.int/cps/en/natohq/topics_68144.htm
91,116," Russia does not pose a current threat to Finland, so joining NATO would unnecessarily provoke them. ","Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,False,False,False,False,True,True,https://www.kansalainen.fi/ske-ei-suomea-natoon-ei-suomea-sotaan/,
92,117," The security environment in Europe is unpredictable, and NATO membership would offer Finland a framework for deterrence and defense against all threats. ","Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,True,False,False,False,True,True,https://www.nato.int/cps/en/natohq/news_171337.htm,https://edition.cnn.com/europe/live-news/russia-ukraine-war-news-05-13-22/h_b3bf51d18adb62d9713c2a60c9166709
93,118,Maintaining a military non-alignment status will decrease Russia's threat to Finland.,"Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,False,False,False,False,True,True,https://www.kansalainen.fi/ske-ei-suomea-natoon-ei-suomea-sotaan/,
94,119,Military non-alignment does not guarantee security against threats or aggression; alliances such as NATO provide a credible deterrent effect.,"Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,True,False,False,False,True,True,https://www.nato.int/cps/en/natohq/topics_133127.htm,https://world101.cfr.org/understanding-international-system/conflict/nato-worlds-largest-alliance
95,120,Russia has directly stated that Finland's security would not be threatened if it remains out of NATO.,"Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,False,False,False,False,True,True,https://www.kansalainen.fi/ske-ei-suomea-natoon-ei-suomea-sotaan/,
96,121,Security assurances from potentially adversarial nations cannot replace the tangible security benefits provided by a collective defense arrangement like NATO.,"Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,True,False,False,False,True,True,https://www.cfr.org/councilofcouncils/global-memos/nato-divided-global-perspectives-vilnius-summit,https://www.nato.int/docu/review/articles/2022/04/14/risk-uncertainty-and-innovation/
97,122,Finland's role as a peace builder would be compromised by joining NATO.,"Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,False,False,False,False,True,True,https://www.kansalainen.fi/ske-ei-suomea-natoon-ei-suomea-sotaan/,
98,123,NATO actively supports peace-building and crisis management operations worldwide; membership could enhance Finland's role in international peace efforts.,"Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,True,False,False,False,True,True,https://www.nato.int/cps/en/natohq/topics_52060.htm,https://www.defmin.fi/en/areas_of_expertise/finland_s_membership_in_nato
99,124,Providing military support to Ukraine would make Finland a combatant in the conflict with Russia.,"Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,False,False,False,False,True,True,https://www.kansalainen.fi/ske-ei-suomea-natoon-ei-suomea-sotaan/,
100,125,Supporting Ukraine's sovereignty and territorial integrity can be consistent with a policy of deterrence and does not automatically involve direct combat participation.,"Russia does not currently present a threat to Finland and, therefore, Finland should avoid provoking Russia by joining NATO.",Anti-Europeanism and anti-Atlanticism,True,False,False,False,True,True,https://www.state.gov/united-with-ukraine/,https://www.state.gov/u-s-ukraine-charter-on-strategic-partnership/
